"lat" "lng" "bearing" "speed" "user_id" "time" "wday" "time_to_wifi"
"374" 40.3505 -74.6516 353.39 0.75 3 55405.7799999714 3 0
"375" 40.3486 -74.6547 359.57 0.0625 3 55648.7929999828 3 120
"376" 40.3496 -74.653 1.11 0.9375 3 70826.3699998856 3 0
"377" 40.3463 -74.6582 11.4 1.375 3 6807.28200006485 4 0
"378" 40.3465 -74.6582 3.97 1.3125 3 17966.4019999504 4 0
"379" 40.3465 -74.658 0.12 0.125 3 21572.385999918 4 0
"380" 40.3464 -74.6581 358.16 0.3125 3 21753.9349999428 4 0
"381" 40.3462 -74.6581 358.82 0.5 3 27388.2960000038 4 0
"382" 40.35 -74.6529 357.24 1.4375 3 62666.9530000687 4 0
"383" 40.3498 -74.6531 359.68 1.25 3 65966.7569999695 4 60
"384" 40.3463 -74.6581 11.28 1.5 3 86067.3150000572 4 300
"385" 40.3463 -74.658 80.97 1 3 35.220999956131 5 0
"386" 40.3463 -74.6581 354.79 0.875 3 88.7279999256134 5 0
"387" 40.3465 -74.6582 3.74 0.9375 3 8254.56100010872 5 0
"388" 40.3464 -74.6581 357.98 1 3 15446.881000042 5 0
"389" 40.3464 -74.6583 359.66 0.75 3 15985.8519999981 5 0
"390" 40.3464 -74.6583 1.02 0.9375 3 16046.5739998817 5 0
"391" 40.3488 -74.6527 358.85 0.625 3 41787.1410000324 5 0
"392" 40.35 -74.6529 355.7 0.5625 3 71191.6010000706 3 0
"393" 40.3499 -74.653 6.43 0.3125 3 71374.9779999256 3 0
"394" 40.3464 -74.6581 88.01 0.1875 3 12333.489000082 4 0
"395" 40.3463 -74.6583 9.1 0.625 3 18810.7130000591 4 0
"396" 40.3501 -74.652 358.99 0.625 3 41485.7400000095 4 0
"397" 40.3501 -74.6522 359 0.4375 3 48092.1080000401 4 0
"398" 40.3501 -74.6519 287.74 1.25 3 53389.2690000534 4 0
"399" 40.3501 -74.6528 359.09 1.1875 3 60748.5980000496 4 0
"400" 40.3463 -74.6581 5.51 0.8125 3 18086.8420000076 5 0
"401" 40.3466 -74.658 0.63 0.375 3 20308.8420000076 5 0
"402" 40.3478 -74.6575 208.16 1.125 3 27926.375 5 60
"403" 40.3497 -74.6522 0.43 0.9375 3 42865.8559999466 5 60
"404" 40.3482 -74.6607 327.62 1.125 3 59861.742000103 3 0
"405" 40.3497 -74.6535 359.83 0.3125 3 69026.006000042 3 0
"406" 40.3499 -74.6528 1.49 0.3125 3 71131.486000061 3 0
"407" 40.3504 -74.6532 356 1.125 3 72753.2550001144 3 0
"408" 40.3467 -74.6602 359.76 0.375 3 77424.5639998913 3 60
"409" 40.3464 -74.6581 124.46 0.4375 3 11490.4830000401 4 0
"410" 40.3464 -74.6582 37.25 1.1875 3 24451.8480000496 4 0
"411" 40.3501 -74.6523 13.88 0.3125 3 47971.5450000763 4 0
"412" 40.3501 -74.6529 0.25 0.5625 3 60808.3229999542 4 0
"413" 40.3463 -74.6583 53.55 0.75 3 86022.5329999924 4 0
"414" 40.3464 -74.6583 106.77 0.6875 3 14970.3849999905 5 0
"415" 40.3463 -74.6582 5.52 1.25 3 15387.2290000916 5 0
"416" 40.3464 -74.6582 1.87 0.875 3 15507.6270000935 5 0
"417" 40.3464 -74.6581 4.78 0.6875 3 16107.4049999714 5 0
"418" 40.3464 -74.6581 354.01 0.5625 3 19950.3870000839 5 0
"419" 40.3477 -74.6551 336 1.6263 2 44784.3250000477 2 300
"420" 40.3504 -74.6508 33.53 0.25 3 53916.0950000286 3 0
"421" 40.3485 -74.6576 340.18 1.25 3 55828.8759999275 3 0
"422" 40.3498 -74.6532 1.2 1 3 69086.9110000134 3 0
"423" 40.3465 -74.6579 2.14 0.6875 3 4228.27099990845 4 0
"424" 40.3464 -74.6581 36.42 0.9375 3 7411.89700007439 4 0
"425" 40.3464 -74.658 205.49 0.125 3 10908.2809998989 4 0
"426" 40.3464 -74.6583 12.02 2.0625 3 12267.1819999218 4 0
"427" 40.3463 -74.6583 45.64 1.3125 3 13532.4679999352 4 0
"428" 40.35 -74.652 336.87 2.25 3 41726.8540000916 4 0
"429" 40.3501 -74.6519 359.95 0.3125 3 48692.8090000153 4 0
"430" 40.3499 -74.6527 350.41 0.875 3 63331.0559999943 4 0
"431" 40.3463 -74.6581 3.38 0.8125 3 85828.2880001068 4 0
"432" 40.3463 -74.6581 359.98 1.4375 3 2848.75699996948 5 0
"433" 40.3464 -74.6582 359.95 0.875 3 15566.5239999294 5 0
"434" 40.3487 -74.6526 1.3 0.9375 3 41965.013999939 5 0
"435" 40.3499 -74.653 359.27 0.5 3 71729.1809999943 3 0
"436" 40.3497 -74.6529 289.91 2.25 3 73414.3380000591 3 0
"437" 40.3459 -74.6603 116.5 1.5 3 82536.010999918 3 0
"438" 40.3463 -74.6581 1 0.625 3 6386.82500004768 4 0
"439" 40.3463 -74.6581 9.33 1.8125 3 6927.32999992371 4 0
"440" 40.3464 -74.658 348.19 1.8125 3 10467.0510001183 4 0
"441" 40.3464 -74.6581 28.6 2 3 13411.7730000019 4 0
"442" 40.3463 -74.6581 5.11 0.8125 3 17787.0759999752 4 0
"443" 40.3464 -74.6581 7.84 2.0625 3 21387.4779999256 4 0
"444" 40.3491 -74.653 4.09 2.5625 3 42331.8090000153 4 60
"445" 40.3499 -74.6522 90.93 0.875 3 54750.746999979 4 0
"446" 40.3462 -74.6581 5.27 2 3 2488.76399993896 5 0
"447" 40.3499 -74.653 182.43 0.3125 3 39627.625 5 120
"448" 40.3499 -74.652 357.96 0.625 3 45570.4240000248 5 0
"449" 40.3484 -74.6533 353.79 1.375 3 63205.0199999809 3 120
"450" 40.3462 -74.6579 22.62 0.8125 3 3210.70900011063 5 0
"451" 40.3464 -74.6583 1.56 0.6875 3 12808.7090001106 5 0
"452" 40.3489 -74.6531 156.99 1.375 3 39683.996999979 5 60
"453" 40.3481 -74.6554 7.81 1.3125 3 44745.3970000744 3 180
"454" 40.3493 -74.6529 23.9 0.6875 3 47267.3489999771 3 120
"455" 40.3502 -74.6522 359.19 0.625 3 61185.6270000935 3 60
"456" 40.344 -74.6578 340 2.0016 4 75240.760999918 5 150
"457" 40.3443 -74.6567 87 0.5004 4 75383.3729999065 5 0
"458" 40.3448 -74.6553 89 1.06335 4 75502.3880000114 5 60
"459" 40.3453 -74.6535 81 0.56295 4 75609.1259999275 5 0
"460" 40.3454 -74.6529 265 0.31275 4 75682.2079999447 5 0
"461" 40.3452 -74.6543 241 0.93825 4 75772.5120000839 5 0
"462" 40.3441 -74.6554 248 0.5004 4 75892.7669999599 5 30
"463" 40.3438 -74.6584 254 0.8757 4 76134.8429999352 5 0
"464" 40.3439 -74.6591 306 0.68805 4 76207.25 5 0
"465" 40.3429 -74.6606 22 0.81315 4 76567.2209999561 5 0
"466" 40.344 -74.6595 28 1.5012 4 76718.2890000343 5 15
"467" 40.3442 -74.6577 263 1.0008 4 76905.0179998875 5 75
"468" 40.3439 -74.6595 157 0.68805 4 77139.2950000763 5 90
"469" 40.3429 -74.6609 137 0.6255 4 77259.5160000324 5 0
"470" 40.3428 -74.661 72 0.5004 4 77512.2070000172 5 0
"471" 40.344 -74.6594 103 1.251 4 77662.3359999657 5 15
"472" 40.3462 -74.6557 217 0.1251 4 78112.2130000591 5 0
"473" 40.344 -74.657 248 0.81315 2 81533.4579999447 5 130
"474" 40.3437 -74.6598 337 0.6255 2 82302.5209999084 5 40
"475" 40.3475 -74.6545 122 1.31355 2 60993.875 4 0
"476" 40.3439 -74.6578 104 1.5012 4 77835.7630000114 5 105
"477" 40.3452 -74.6562 16 1.251 4 78023.0869998932 5 15
"478" 40.3498 -74.6526 357.3 1.0625 3 63343.8529999256 3 0
"479" 40.3467 -74.6537 14.26 0.6875 3 74627.4690001011 3 300
"480" 40.3457 -74.656 323.04 1.5 3 74928.1119999886 3 0
"481" 40.344 -74.6575 55 0.43785 4 75279.0989999771 5 105
"482" 40.3451 -74.6539 65 1.251 4 75578.9730000496 5 0
"483" 40.3443 -74.655 261 1.18845 4 75863.9760000706 5 60
"484" 40.3436 -74.6596 10 1.68885 4 76687.3250000477 5 45
"485" 40.3439 -74.6591 314 0.68805 4 77107.4309999943 5 0
"486" 40.343 -74.6607 214 0.68805 4 77244.3029999733 5 0
"487" 40.3424 -74.6611 27 0.56295 4 77423.1930000782 5 45
"488" 40.3438 -74.6586 357 0.7506 4 77724.1010000706 5 210
"489" 40.3442 -74.6571 48 0.7506 4 77910.7909998894 5 30
"490" 40.3448 -74.6568 342 0.3753 4 77977.2409999371 5 0
"491" 40.3426 -74.661 10 1.251 2 83908.1549999714 5 0
"492" 40.35 -74.652 354.35 1.6875 3 49783.9260001183 3 0
"493" 40.3446 -74.6559 120 0.2502 4 75448.1719999313 5 0
"494" 40.3449 -74.6549 77 1.5012 4 75532.7990000248 5 30
"495" 40.3441 -74.6555 203 1.0008 4 75909.9030001163 5 15
"496" 40.3438 -74.6575 271 1.31355 4 76072.2260000706 5 60
"497" 40.3434 -74.6598 190 1.1259 4 76284.7049999237 5 45
"498" 40.3427 -74.661 243 0.6255 4 76375.1089999676 5 15
"499" 40.3428 -74.6606 42 0.8757 4 76584.4820001125 5 15
"500" 40.3435 -74.6599 196 1.06335 4 77182.5610001087 5 45
"501" 40.3427 -74.661 180 0.2502 4 77306.3190000057 5 15
"502" 40.3438 -74.6596 346 0.8757 4 77634.3010001183 5 15
"503" 40.3439 -74.6593 104 1.5012 4 77677.2030000687 5 0
"504" 40.3438 -74.6579 136 0.2502 4 77796.8759999275 5 135
"505" 40.3457 -74.6558 61 1.8765 4 78084.3959999084 5 0
"506" 40.3439 -74.6573 323 0.68805 2 83439.6900000572 5 90
"507" 40.3446 -74.656 73 1.31355 2 32609.3369998932 1 30
"508" 40.3501 -74.652 67.63 0.875 3 63240.9500000477 3 0
"509" 40.3445 -74.6562 50 1.1259 4 75411.8840000629 5 0
"510" 40.3438 -74.6574 269 0.8757 4 76059.361000061 5 75
"511" 40.3438 -74.6587 329 0.68805 4 76162.7039999962 5 15
"512" 40.3435 -74.6597 171 0.43785 4 76267.6789999008 5 60
"513" 40.3439 -74.6584 313 1.06335 4 77034.7460000515 5 0
"514" 40.3435 -74.6597 135 1.0008 4 77169.2960000038 5 60
"515" 40.3427 -74.6609 173 0.56295 4 77287.367000103 5 30
"516" 40.3424 -74.6611 28 0.5004 4 77436.881000042 5 30
"517" 40.3431 -74.6601 25 0.68805 4 77558.4809999466 5 90
"518" 40.3437 -74.6582 307 0.5004 4 77788.7590000629 5 150
"519" 40.3456 -74.656 316 0.31275 4 78069.0959999561 5 0
"520" 40.3446 -74.6561 138 0.2502 2 82672.4549999237 5 10
"521" 40.3471 -74.6605 282 1.06335 2 63817.4570000172 4 0
"522" 40.3448 -74.6555 69 1.0008 4 75487.3129999638 5 75
"523" 40.3449 -74.6545 80 1.0008 4 75562.2109999657 5 0
"524" 40.3454 -74.6528 120 0.7506 4 75667.3220000267 5 0
"525" 40.3451 -74.6537 204 0.7506 4 75742.2509999275 5 0
"526" 40.3439 -74.6569 348 0.93825 4 76028.1789999008 5 105
"527" 40.3438 -74.6579 308 1.0008 4 76110.7750000954 5 30
"528" 40.3429 -74.6604 228 1.5012 4 76327.2019999027 5 0
"529" 40.3439 -74.659 313 1.1259 4 77093.5889999866 5 15
"530" 40.3441 -74.6595 70 1.18845 4 77649.0959999561 5 0
"531" 40.3441 -74.6572 41 0.8757 4 77886.8819999695 5 45
"532" 40.3445 -74.6566 258 1.06335 2 81441.75 5 0
"533" 40.3431 -74.6602 114 1.18845 2 81923.4839999676 5 40
"534" 40.3428 -74.6608 240 1.1259 2 82002.8489999771 5 10
"535" 40.3448 -74.655 219 0.81315 2 83103.0859999657 5 10
"536" 40.3462 -74.6539 280.79 1.625 3 74746.8410000801 3 180
"537" 40.3445 -74.6563 68 1.1259 4 75397.256000042 5 15
"538" 40.3451 -74.6533 70 0.93825 4 75622.5369999409 5 0
"539" 40.345 -74.6544 138 1.251 4 75802.4979999065 5 15
"540" 40.3439 -74.6586 253 0.2502 4 76146.9949998856 5 30
"541" 40.3439 -74.6595 170 0.93825 4 76224.2909998894 5 105
"542" 40.3427 -74.6608 264 0.6255 4 76357.5599999428 5 30
"543" 40.3444 -74.6595 39 1.18845 4 76750.8059999943 5 15
"544" 40.3438 -74.6596 201 1.68885 4 77152.7669999599 5 75
"545" 40.3428 -74.6608 238 1.6263 4 77274.5329999924 5 0
"546" 40.343 -74.6602 74 0.18765 4 77542.2479999065 5 105
"547" 40.3438 -74.6582 142 0.1251 4 77771.7650001049 5 165
"548" 40.344 -74.6576 90 0.56295 4 77846.5329999924 5 90
"549" 40.3445 -74.6567 50 1.251 4 77932.2320001125 5 0
"550" 40.3455 -74.656 347 1.43865 4 78055.1010000706 5 0
"551" 40.343 -74.6607 98 0.81315 2 82192.7209999561 5 0
"552" 40.3439 -74.6575 264 1.17243 2 83470.1670000553 5 60
"553" 40.3497 -74.6535 0.28 1.125 3 41325.0329999924 3 120
"554" 40.3485 -74.6526 82.46 2.75 3 74396.2130000591 3 0
"555" 40.3459 -74.6546 312.23 1 3 74808.8499999046 3 120
"556" 40.3442 -74.6569 49 0.8757 4 75341.3250000477 5 45
"557" 40.3438 -74.6568 279 0.43785 4 76015.1380000114 5 120
"558" 40.343 -74.6604 272 0.93825 4 76314.7990000248 5 15
"559" 40.3424 -74.661 27 1.251 4 76522.4019999504 5 45
"560" 40.3447 -74.6588 131 0.43785 4 76822.2690000534 5 0
"561" 40.3438 -74.6589 267 0.8757 4 77078.9990000725 5 30
"562" 40.3431 -74.6604 190 0.2502 4 77214.2920000553 5 15
"563" 40.3437 -74.6588 69 0.68805 4 77709.7119998932 5 225
"564" 40.3439 -74.6575 39 1.18845 4 77858.4660000801 5 75
"565" 40.3429 -74.6607 260 0.81315 2 83763.9709999561 5 0
"566" 40.3476 -74.6543 293 0.2502 2 61176.1300001144 4 0
"567" 40.3498 -74.652 357.45 0.5625 3 49669.6530001163 3 120
"568" 40.3488 -74.653 0.86 0.5 3 63525.5920000076 3 0
"569" 40.3462 -74.6581 21.75 0.6875 3 75410.5889999866 3 0
"570" 40.344 -74.6579 200 0.06255 4 75216.875 5 165
"571" 40.344 -74.6577 98 0.43785 4 75264.8380000591 5 120
"572" 40.344 -74.6574 62 1.06335 4 75306.885999918 5 75
"573" 40.3446 -74.656 86 0.8757 4 75457.9300000668 5 105
"574" 40.3432 -74.6599 199 0.43785 4 76298.6879999638 5 30
"575" 40.3424 -74.6609 78 0.56295 4 76496.7929999828 5 0
"576" 40.3429 -74.6603 83 1.18845 4 76614.2890000343 5 120
"577" 40.3447 -74.659 169 1.1259 4 76779.9140000343 5 0
"578" 40.3438 -74.6587 237 0.43785 4 77062.2720000744 5 0
"579" 40.3425 -74.6611 49 0.6255 4 77451.875 5 15
"580" 40.3432 -74.6598 15 0.7506 4 77586.878000021 5 60
"581" 40.3438 -74.6579 110 1.8765 4 77811.8989999294 5 120
"582" 40.3449 -74.6568 15 1.56375 4 77964.3559999466 5 15
"583" 40.3462 -74.6558 274 1.68885 4 78144.3099999428 5 0
"584" 40.3433 -74.6599 228 0.6255 2 81880.8770000935 5 80
"585" 40.3482 -74.6551 355.69 1.8125 3 44804.4409999847 3 120
"586" 40.347 -74.6531 254.73 1.625 3 74567.0399999619 3 360
"587" 40.3461 -74.6578 14.15 2 3 75824.6749999523 3 0
"588" 40.3442 -74.6568 59 1.31355 4 75353.378000021 5 30
"589" 40.3447 -74.6557 122 0.68805 4 75474.3180000782 5 90
"590" 40.3448 -74.6546 86 1.56375 4 75547.4830000401 5 15
"591" 40.3452 -74.6531 80 1.251 4 75652.2249999046 5 0
"592" 40.3451 -74.6536 230 1.1259 4 75729.6900000572 5 0
"593" 40.3445 -74.6547 176 1.6263 4 75847.7279999256 5 75
"594" 40.3438 -74.6589 298 0.68805 4 76192.2660000324 5 15
"595" 40.3426 -74.6609 31 0.7506 4 76539.492000103 5 30
"596" 40.3435 -74.6596 117 0.2502 4 76673.1719999313 5 60
"597" 40.3445 -74.6585 150 2.18925 4 76839.5739998817 5 30
"598" 40.343 -74.6605 222 0.7506 4 77227.2100000381 5 0
"599" 40.3426 -74.6615 305 1.0008 4 77412.7850000858 5 0
"600" 40.3428 -74.6608 109 0.31275 4 77482.2119998932 5 0
"601" 40.3439 -74.6574 52 1.251 4 77871.882999897 5 60
"602" 40.345 -74.6563 73 1.43865 4 78009.7769999504 5 0
"603" 40.346 -74.6559 350 0.81315 4 78099.2899999619 5 0
"604" 40.3447 -74.6556 248 0.68805 2 81373.0650000572 5 0
"605" 40.3438 -74.6574 280 0.2502 2 81573.5460000038 5 90
"606" 40.3499 -74.6522 359.86 0.6875 3 63282.0009999275 3 0
"607" 40.3462 -74.6581 80.47 1.0625 3 75472.507999897 3 0
"608" 40.3453 -74.6532 232 0.43785 4 75712.2119998932 5 0
"609" 40.3439 -74.6564 232 0.5004 4 75996.8710000515 5 135
"610" 40.3423 -74.661 158 0.8757 4 76508.6970000267 5 60
"611" 40.3431 -74.6601 61 1.0008 4 76629.8870000839 5 105
"612" 40.3449 -74.6587 235 0.6255 4 76807.2090001106 5 0
"613" 40.3432 -74.66 185 1.251 4 77198.5639998913 5 30
"614" 40.3428 -74.6608 94 1.18845 4 77469.125 5 0
"615" 40.3441 -74.6568 239 0.31275 2 81501.5179998875 5 160
"616" 40.3437 -74.6596 116 0.1251 2 81841.5399999619 5 120
"617" 40.3428 -74.6609 8 1.7514 2 82172.4949998856 5 20
"618" 40.3442 -74.657 195 1.0008 2 83380.0220000744 5 150
"619" 40.3439 -74.6574 223 1.39874 2 83461.2909998894 5 70
"620" 40.3503 -74.6522 332.27 0.8125 3 52448.0260000229 3 0
"621" 40.344 -74.6577 87 0.6255 4 75252.8020000458 5 135
"622" 40.3451 -74.6533 116 0.3753 4 75637.2239999771 5 15
"623" 40.345 -74.6547 351 0.93825 4 75821.5829999447 5 0
"624" 40.3439 -74.6557 284 0.3753 4 75969.9030001163 5 0
"625" 40.3437 -74.6587 12 0.43785 4 76177.2109999657 5 0
"626" 40.3439 -74.6595 310 0.2502 4 76237.4630000591 5 90
"627" 40.3427 -74.6611 276 1.43865 4 76438.3210000992 5 0
"628" 40.3426 -74.6611 211 2.1267 4 77324.3350000381 5 0
"629" 40.3446 -74.6568 345 1.251 4 77948.5390000343 5 0
"630" 40.3463 -74.6557 114 0.81315 4 78129.5629999638 5 0
"631" 40.3427 -74.6609 4 1.68885 2 82162.7569999695 5 0
"632" 40.3488 -74.6552 285.03 0.8125 3 41448.4809999466 3 0
"633" 40.3503 -74.6526 2 0.75 3 49304.5859999657 3 60
"634" 40.35 -74.6518 284.51 0.5 3 52785.3880000114 3 0
"635" 40.3477 -74.6529 13.06 0.0625 3 74508.6700000763 3 0
"636" 40.3454 -74.6531 125 0.43785 4 75697.2019999027 5 0
"637" 40.3447 -74.6547 192 0.6255 4 75834.3880000114 5 0
"638" 40.3438 -74.656 320 0.68805 4 75982.9730000496 5 150
"639" 40.3438 -74.6577 273 1.18845 4 76086.875 5 45
"640" 40.3428 -74.6604 84 1.251 4 76599.1900000572 5 0
"641" 40.3445 -74.6593 234 0.6255 4 76764.7750000954 5 0
"642" 40.3438 -74.6586 300 0.18765 4 77049.118999958 5 15
"643" 40.3425 -74.6616 301 1.18845 4 77355.7409999371 5 0
"644" 40.3432 -74.6599 56 0.81315 4 77573.4830000401 5 75
"645" 40.3438 -74.6591 120 1.251 4 77693.992000103 5 0
"646" 40.347 -74.6609 10 0.56295 2 80018.6500000954 5 30
"647" 40.3445 -74.6563 220 0.6255 2 81423.4900000095 5 0
"648" 40.3441 -74.6568 207 0.56295 2 81493.6749999523 5 170
"649" 40.3423 -74.661 20 0.43785 2 82132.0169999599 5 10
"650" 40.3439 -74.6573 242 0.6255 2 83452.4030001163 5 80
"651" 40.35 -74.6523 62.03 2.125 3 52067.2200000286 3 120
"652" 40.3465 -74.6574 214.32 0.375 3 74990.8010001183 3 60
"653" 40.3452 -74.6537 69 1.1259 4 75594.1210000515 5 0
"654" 40.3451 -74.654 238 1.0008 4 75759.4030001163 5 0
"655" 40.3443 -74.6551 218 0.93825 4 75877.9990000725 5 45
"656" 40.3438 -74.6583 292 1.43865 4 76122.8129999638 5 15
"657" 40.3436 -74.6597 230 0.56295 4 76254.3699998856 5 75
"658" 40.3427 -74.6609 48 1.06335 4 76552.368999958 5 15
"659" 40.3438 -74.6597 4 1.43865 4 76703.9600000381 5 30
"660" 40.3443 -74.6579 116 1.1259 4 76868.6909999847 5 0
"661" 40.344 -74.6595 232 0.56295 4 77122.9749999046 5 0
"662" 40.3428 -74.6609 140 0.56295 4 77497.2000000477 5 0
"663" 40.3433 -74.6597 18 1.251 4 77602.3010001183 5 45
"664" 40.3438 -74.6585 94 0.7506 4 77740.7230000496 5 195
"665" 40.3443 -74.6569 106 1.18845 4 77917.4249999523 5 15
"666" 40.3431 -74.6602 57 0.3753 2 81933.7449998856 5 30
"667" 40.3445 -74.6565 112 0.3753 2 82643.4560000896 5 0
"668" 40.3449 -74.6547 280 0.6255 2 83073.9679999352 5 10
"669" 40.3428 -74.6608 259 1.18845 2 83771.4800000191 5 0
"670" 40.3429 -74.6607 239 1.06335 2 81991.0639998913 5 0
"671" 40.3447 -74.6558 76 1.6263 2 32617.2880001068 1 20
"672" 40.3445 -74.6563 102 1.93905 2 32589.0750000477 1 0
"673" 40.3423 -74.661 189 1.1259 2 82063.4059998989 5 0
"674" 40.3446 -74.6562 74 1.251 2 32597.3510000706 1 0
"675" 40.3494 -74.653 93 0.06255 2 70180.9340000153 6 0
"676" 40.3445 -74.6566 150 1.43865 2 32580.3329999447 1 0
"677" 40.3447 -74.6556 67 1.31355 2 32629.2060000896 1 10
"678" 40.3448 -74.6554 75 1.93905 2 32637.9219999313 1 0
"679" 40.345 -74.6546 75 2.18925 2 32683.7550001144 1 0
