"lat" "lng" "bearing" "speed" "user_id" "time" "wday" "time_to_wifi"
"249" 40.3487 -74.6536 0.69 1.0625 3 63264.6089999676 3 60
"250" 40.3464 -74.658 0.99 0.625 3 3627.19600009918 4 0
"251" 40.3462 -74.6581 14.14 0.5625 3 3028.71499991417 5 0
"252" 40.3463 -74.6583 9.74 1.5 3 13347.1470000744 5 0
"253" 40.3463 -74.6582 9.79 2 3 14846.9590001106 5 0
"254" 40.3488 -74.6528 358.34 0.8125 3 42687.2309999466 5 0
"255" 40.3493 -74.6529 313.23 1.125 3 65427.8729999065 3 0
"256" 40.3499 -74.653 41.51 3.75 3 66637.8129999638 3 0
"257" 40.3464 -74.6579 4.29 1.375 3 3748.59299993515 4 0
"258" 40.3463 -74.6582 39.6 1.375 3 84632.6289999485 4 420
"259" 40.3463 -74.6581 14.83 0.8125 3 85174.1700000763 4 0
"260" 40.3463 -74.6581 8.65 0.3125 3 632.177000045776 5 300
"261" 40.3462 -74.658 45.13 1.25 3 3152.97099995613 5 0
"262" 40.3466 -74.6579 13.62 0.625 3 20552.3080000877 5 0
"263" 40.3502 -74.6526 22.17 0.8125 3 65501.6559998989 3 60
"264" 40.3464 -74.658 1.89 1.125 3 3806.99099993706 4 0
"265" 40.3463 -74.6581 131.42 0.625 3 84711.6900000572 4 360
"266" 40.3463 -74.6581 32.85 0.9375 3 1351.43099999428 5 0
"267" 40.3464 -74.6581 356.01 0.6875 3 3627.21099996567 5 60
"268" 40.3465 -74.6579 358.01 0.9375 3 7646.84699988365 5 0
"269" 40.3462 -74.6582 1.31 0.6875 3 13527.2070000172 5 0
"270" 40.3464 -74.6581 18.36 2.25 3 19167.3340001106 5 0
"271" 40.3463 -74.658 1.47 0.875 3 27388.753000021 5 0
"272" 40.3466 -74.6583 0.57 2.0625 3 25287.2539999485 4 0
"273" 40.3461 -74.6581 2.55 0.25 3 13651.4400000572 5 0
"274" 40.3465 -74.6581 2 0.875 3 19290.0510001183 5 0
"275" 40.3495 -74.652 357.75 0.75 3 51386.7330000401 3 0
"276" 40.35 -74.6521 354.46 0.6875 3 51628.867000103 3 0
"277" 40.3495 -74.6537 236.9 1.0625 3 55593.0130000114 3 0
"278" 40.3485 -74.6592 5.94 0.75 3 62786.1459999084 3 0
"279" 40.3496 -74.653 3.54 0.625 3 70891.007999897 3 0
"280" 40.3463 -74.6581 10.32 1.3125 3 6447.24099993706 4 0
"281" 40.3466 -74.658 2.54 0.875 3 19167.5350000858 4 0
"282" 40.3468 -74.6578 1.26 1.75 3 27566.5690000057 4 180
"283" 40.3499 -74.6531 3.29 1.125 3 58294.2179999352 4 0
"284" 40.35 -74.6529 20.03 2.4375 3 59966.5230000019 4 0
"285" 40.35 -74.6529 359.73 0.6875 3 62606.2449998856 4 0
"286" 40.3464 -74.6579 15.11 2.1875 3 6927.40000009537 5 60
"287" 40.3462 -74.6581 1.02 0.875 3 15685.6730000973 5 0
"288" 40.3463 -74.6582 23.58 1.25 3 17969.1870000362 5 60
"289" 40.3465 -74.6581 1.95 1.625 3 19827.1619999409 5 0
"290" 40.3464 -74.6582 8.87 1.75 3 23847.3310000896 5 0
"291" 40.3485 -74.6578 301.54 1.125 3 27985.8110001087 5 0
"292" 40.35 -74.6524 298.13 0.625 3 28225.361000061 5 0
"293" 40.3488 -74.6551 31 1.3761 2 35991.5050001144 3 60
"294" 40.3465 -74.6583 10.44 0.375 3 7291.68300008774 4 0
"295" 40.3464 -74.6583 50.07 1.1875 3 14731.2320001125 4 0
"296" 40.3464 -74.6582 356.51 0.3125 3 15815.5009999275 4 0
"297" 40.3464 -74.658 13.65 1 3 21870.9930000305 4 0
"298" 40.3467 -74.6581 34.18 2.375 3 24520.5469999313 4 0
"299" 40.3499 -74.6529 99.98 1.1875 3 30888.5220000744 4 0
"300" 40.3463 -74.6581 2.99 0.375 3 86309.0390000343 4 60
"301" 40.346 -74.6581 221.12 1.4375 3 6573.40599989891 5 0
"302" 40.3464 -74.6584 13.23 1.375 3 15086.1889998913 5 0
"303" 40.3463 -74.6581 26.48 1.625 3 18387.1510000229 5 0
"304" 40.35 -74.6529 358.56 0.125 3 29972.2829999924 5 0
"305" 40.3487 -74.6528 359.84 0.75 3 42027.0539999008 5 0
"306" 40.3487 -74.6527 359.55 0.125 3 42089.9360001087 5 0
"307" 40.3463 -74.6582 287.05 0.9375 3 335.767999887466 4 0
"308" 40.3463 -74.6581 8.75 1.1875 3 1286.8259999752 4 0
"309" 40.3461 -74.6585 0.57 0.75 3 1769.55800008774 4 0
"310" 40.3464 -74.6582 6.32 0.625 3 15450.0469999313 4 0
"311" 40.3498 -74.6526 1.27 1.0625 3 30747.5559999943 4 0
"312" 40.348 -74.6549 244.62 3.0625 3 81028.5490000248 4 0
"313" 40.3464 -74.6579 60.58 1.25 3 85468.3740000725 4 0
"314" 40.3464 -74.6579 25.2 0.5 3 6875.26699995995 5 120
"315" 40.3497 -74.6531 72 1.43865 2 36114.0090000629 3 180
"316" 40.3499 -74.653 2.05 0.25 3 71850.9690001011 3 0
"317" 40.3474 -74.6592 258.43 1.75 3 77371.6099998951 3 120
"318" 40.3463 -74.6583 0.12 0.3125 3 2187.38400006294 4 0
"319" 40.3463 -74.658 14.11 1 3 4650.01699995995 4 0
"320" 40.3465 -74.6582 12.89 0.75 3 7352.11400008202 4 0
"321" 40.35 -74.652 356.22 1 3 41545.9960000515 4 0
"322" 40.35 -74.652 342.62 0.8125 3 41848.8310000896 4 0
"323" 40.3502 -74.6529 355.54 1.5 3 59667.8650000095 4 0
"324" 40.3502 -74.6528 359.66 0.125 3 59907.1119999886 4 0
"325" 40.3462 -74.6581 211.86 0.875 3 86255.2320001125 4 120
"326" 40.3463 -74.6579 9.4 1.4375 3 2249.1400001049 5 0
"327" 40.3464 -74.6582 32.28 1.1875 3 12155.138999939 5 0
"328" 40.3464 -74.6583 1.38 0.5625 3 17128.3169999123 5 0
"329" 40.3501 -74.6523 340.65 1.5 3 28286.2449998856 5 0
"330" 40.3488 -74.6527 359.55 0.75 3 40764.8570001125 5 0
"331" 40.349 -74.655 359.94 0.6875 3 41373.6879999638 3 0
"332" 40.3502 -74.6519 0.35 0.625 3 55465.2070000172 3 120
"333" 40.3497 -74.6533 359.82 0.3125 3 69147.503000021 3 0
"334" 40.3497 -74.653 358.75 0.4375 3 70714.8250000477 3 0
"335" 40.35 -74.6528 1.8 1.25 3 71667.5099999905 3 0
"336" 40.3463 -74.6584 1.59 1.4375 3 2007.05999994278 4 0
"337" 40.3463 -74.6579 26.55 1.1875 3 4829.95199990273 4 0
"338" 40.3465 -74.658 21.35 1.125 3 8191.39299988747 4 0
"339" 40.3464 -74.6582 25.33 1 3 13591.2079999447 4 0
"340" 40.3463 -74.6585 224.35 0.3125 3 16771.1610000134 5 0
"341" 40.3464 -74.6583 14.11 1.4375 3 16828.006000042 5 0
"342" 40.3463 -74.6584 5.4 0.8125 3 16947 5 0
"343" 40.3485 -74.6555 72.7 2.875 3 28105.4279999733 5 120
"344" 40.3487 -74.6527 359.32 0.875 3 41545.4189999104 5 0
"345" 40.3495 -74.6542 346.28 1.4375 3 41256.2920000553 3 120
"346" 40.3463 -74.6579 49.52 1.4375 3 4770.39899992943 4 0
"347" 40.3463 -74.6579 4.88 0.25 3 5251.96199989319 4 0
"348" 40.3465 -74.658 7.5 1.3125 3 7887.20900011063 4 0
"349" 40.3463 -74.6584 314.76 0.625 3 13472.5269999504 4 0
"350" 40.35 -74.6528 351 0.5625 3 62727.2479999065 4 0
"351" 40.3494 -74.6529 1.85 1.3125 3 63806.2200000286 4 60
"352" 40.3463 -74.6582 5 1.5 3 147.272000074387 5 120
"353" 40.3465 -74.6581 30.91 2.125 3 8311.52200007439 5 0
"354" 40.3464 -74.658 2.22 0.5625 3 11971.4079999924 5 0
"355" 40.3464 -74.6583 5.08 1.375 3 15807.4639999866 5 0
"356" 40.3464 -74.6581 31.15 0.9375 3 17074.7409999371 5 0
"357" 40.3499 -74.6523 351.66 1 3 51567.1410000324 3 0
"358" 40.3507 -74.6513 5.51 1.6875 3 55226.9489998817 3 120
"359" 40.3487 -74.6568 310.75 1.125 3 55772.9909999371 3 0
"360" 40.3462 -74.6584 5.09 1.0625 3 2067.52900004387 4 0
"361" 40.3464 -74.6583 0.49 0.875 3 14845.4019999504 4 0
"362" 40.3485 -74.6556 81.12 3.8125 3 27808.8570001125 4 0
"363" 40.3499 -74.6524 24.87 0.9375 3 42209.8469998837 4 0
"364" 40.3499 -74.6525 2.52 1.125 3 44367.1930000782 4 60
"365" 40.3501 -74.6523 0.3 0.375 3 47851.7839999199 4 0
"366" 40.3495 -74.653 313.96 0.625 3 65866.7709999084 4 0
"367" 40.3464 -74.6578 20.39 1.4375 3 6328.78200006485 5 0
"368" 40.3464 -74.6581 13.06 0.625 3 12271.5680000782 5 0
"369" 40.3497 -74.6531 93.21 1.625 3 28166.0569999218 5 60
"370" 40.3501 -74.6529 354.6 1.5 3 31050.1800000668 5 0
"371" 40.3489 -74.6526 2.88 0.3125 3 41848.8469998837 5 0
"372" 40.3499 -74.6533 331.44 1.4375 3 41197.0889999866 3 0
"373" 40.3482 -74.6551 359.82 0.6875 3 44734.9690001011 3 120
